#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_010658.1	3429456	3429770	-	-	-	SBBS512_RS20855	WP_000729185.1	104	MULTISPECIES: 50S ribosomal protein L24
chr	NC_010658.1	3429781	3430152	-	-	-	SBBS512_RS20860	WP_000613955.1	123	MULTISPECIES: 50S ribosomal protein L14
chr	NC_010658.1	3430317	3430571	-	-	-	SBBS512_RS20865	WP_000130100.1	84	MULTISPECIES: 30S ribosomal protein S17
chr	NC_010658.1	3430571	3430762	-	-	-	SBBS512_RS20870	WP_000644741.1	63	MULTISPECIES: 50S ribosomal protein L29
chr	NC_010658.1	3430762	3431172	-	-	-	SBBS512_RS20875	WP_000941212.1	136	MULTISPECIES: 50S ribosomal protein L16
chr	NC_010658.1	3431185	3431886	-	-	-	SBBS512_RS20880	WP_000529945.1	233	MULTISPECIES: 30S ribosomal protein S3
chr	NC_010658.1	3431904	3432236	-	-	-	SBBS512_RS20885	WP_000447529.1	110	MULTISPECIES: 50S ribosomal protein L22
chr	NC_010658.1	3432251	3432529	-	-	-	SBBS512_RS20890	WP_001138117.1	92	MULTISPECIES: 30S ribosomal protein S19
chr	NC_010658.1	3432546	3433367	-	-	-	SBBS512_RS20895	WP_000301864.1	273	MULTISPECIES: 50S ribosomal protein L2
chr	NC_010658.1	3433385	3433687	-	-	-	SBBS512_RS20900	WP_000617544.1	100	MULTISPECIES: 50S ribosomal protein L23
chr	NC_010658.1	3433684	3434289	-	-	-	SBBS512_RS20905	WP_000424395.1	201	MULTISPECIES: 50S ribosomal protein L4
chr	NC_010658.1	3434300	3434929	-	-	-	SBBS512_RS20910	WP_000579833.1	209	MULTISPECIES: 50S ribosomal protein L3
chr	NC_010658.1	3434962	3435273	-	-	-	SBBS512_RS20915	WP_001181004.1	103	MULTISPECIES: 30S ribosomal protein S10
chr	NC_010658.1	3435402	3435563	-	-	-	SBBS512_RS20920	WP_000786137.1	53	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3435652	3436062	+	-	-	SBBS512_RS20925	WP_000381753.1	136	prepilin peptidase
chr	NC_010658.1	3437324	3438862	-	-	-	SBBS512_RS20935	WP_000016886.1	512	IS66 family transposase
chr	NC_010658.1	3438911	3439258	-	-	-	SBBS512_RS20940	WP_000612626.1	115	MULTISPECIES: transposase
chr	NC_010658.1	3439255	3439656	-	-	-	SBBS512_RS20945	WP_000536898.1	133	MULTISPECIES: transposase
chr	NC_010658.1	3439679	3439921	+	-	-	SBBS512_RS20950	WP_065404070.1	80	transposase
chr	NC_010658.1	3440003	3440479	-	-	-	SBBS512_RS20955	WP_000675520.1	158	MULTISPECIES: bacterioferritin
chr	NC_010658.1	3440552	3440746	-	-	-	SBBS512_RS20960	WP_000289090.1	64	MULTISPECIES: bacterioferritin-associated ferredoxin
chr	NC_010658.1	3440681	3440827	+	-	-	SBBS512_RS29985	WP_071524596.1	48	MULTISPECIES: ferredoxin
chr	NC_010658.1	3440929	3442113	-	-	-	SBBS512_RS20965	WP_000031783.1	394	MULTISPECIES: translation elongation factor EF-Tu 1
chr	NC_010658.1	3442184	3444298	-	-	-	SBBS512_RS20970	WP_000124700.1	704	MULTISPECIES: elongation factor G
chr	NC_010658.1	3444395	3444865	-	-	-	SBBS512_RS20975	WP_001138043.1	156	MULTISPECIES: 30S ribosomal protein S7
chr	NC_010658.1	3444962	3445336	-	-	-	SBBS512_RS20980	WP_000246815.1	124	MULTISPECIES: 30S ribosomal protein S12
chr	NC_010658.1	3445462	3445749	-	-	-	SBBS512_RS20985	WP_000903377.1	95	MULTISPECIES: sulfurtransferase TusB
chr	NC_010658.1	3445757	3446116	-	-	-	SBBS512_RS20990	WP_000820720.1	119	MULTISPECIES: sulfurtransferase TusC
chr	NC_010658.1	3446116	3446502	-	-	-	SBBS512_RS20995	WP_001209714.1	128	MULTISPECIES: sulfurtransferase TusD
chr	NC_010658.1	3446502	3447224	-	-	-	SBBS512_RS21000	WP_000091466.1	240	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	3447391	3448203	-	-	-	SBBS512_RS21005	WP_000838252.1	270	MULTISPECIES: peptidyl-prolyl cis-trans isomerase
chr	NC_010658.1	3448424	3448642	+	-	-	SBBS512_RS21010	WP_001153615.1	72	MULTISPECIES: protein SlyX
chr	NC_010658.1	3448691	3449281	-	-	-	SBBS512_RS21015	WP_000861334.1	196	MULTISPECIES: peptidylprolyl isomerase
chr	NC_010658.1	3449376	3449576	-	-	-	SBBS512_RS21020	WP_001007730.1	66	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3449586	3451391	-	-	-	SBBS512_RS21025	WP_000399107.1	601	MULTISPECIES: glutathione-regulated potassium-efflux system protein KefB
chr	NC_010658.1	3451391	3451942	-	-	-	SBBS512_RS21030	WP_004986770.1	183	MULTISPECIES: glutathione-regulated potassium-efflux system ancillary protein KefG
chr	NC_010658.1	3452068	3453981	+	-	-	SBBS512_RS21035	WP_000634835.1	637	MULTISPECIES: ABC transporter ATP-binding protein
chr	NC_010658.1	3453981	3455003	+	-	-	SBBS512_RS21040	WP_000057399.1	340	MULTISPECIES: hydrolase
chr	NC_010658.1	3454997	3455215	+	-	-	SBBS512_RS21045	WP_000907085.1	72	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3455269	3456138	+	-	-	SBBS512_RS21050	WP_001274695.1	289	MULTISPECIES: phosphoribulokinase
chr	NC_010658.1	3456193	3456597	-	-	-	SBBS512_RS21055	WP_001148908.1	134	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3456503	3456772	-	-	-	SBBS512_RS29990	WP_071821642.1	89	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3456729	3457094	+	-	-	SBBS512_RS21060	WP_000567766.1	121	MULTISPECIES: transposase
chr	NC_010658.1	3457052	3457957	+	-	-	SBBS512_RS21065	WP_012421242.1	301	transposase
chr	NC_010658.1	3458013	3458228	+	-	-	SBBS512_RS21070	WP_001303699.1	71	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3458235	3458867	+	-	-	SBBS512_RS21075	WP_000242755.1	210	MULTISPECIES: cAMP-activated global transcriptional regulator CRP
chr	NC_010658.1	3458918	3461008	+	-	-	SBBS512_RS21080	WP_001295162.1	696	MULTISPECIES: membrane protein
chr	NC_010658.1	3461075	3462295	-	-	-	SBBS512_RS21085	WP_000963759.1	406	MULTISPECIES: aspartate aminotransferase family protein
chr	NC_010658.1	3462381	3462944	-	-	-	SBBS512_RS21090	WP_000601849.1	187	MULTISPECIES: glutamine amidotransferase
chr	NC_010658.1	3462976	3463578	-	-	-	SBBS512_RS21095	WP_001280650.1	200	MULTISPECIES: cell filamentation protein Fic
chr	NC_010658.1	3463568	3463735	-	-	-	SBBS512_RS21100	WP_000736866.1	55	MULTISPECIES: DUF2559 domain-containing protein
chr	NC_010658.1	3463840	3464412	-	-	-	SBBS512_RS21105	WP_000477225.1	190	MULTISPECIES: peptidylprolyl isomerase A
chr	NC_010658.1	3464683	3465864	+	-	-	SBBS512_RS21110	WP_000185256.1	393	MULTISPECIES: MFS transporter
chr	NC_010658.1	3466126	3468669	+	-	-	SBBS512_RS21115	WP_000049213.1	847	MULTISPECIES: nitrite reductase large subunit
chr	NC_010658.1	3468666	3468992	+	-	nirD	SBBS512_RS21120	WP_000084764.1	108	MULTISPECIES: nitrite reductase small subunit
chr	NC_010658.1	3469119	3469925	+	-	-	SBBS512_RS21125	WP_000493557.1	268	MULTISPECIES: nitrite transporter NirC
chr	NC_010658.1	3469944	3471317	+	-	-	SBBS512_RS21130	WP_000349885.1	457	MULTISPECIES: siroheme synthase
chr	NC_010658.1	3471567	3471842	+	-	-	SBBS512_RS29995	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3471761	3472264	+	-	-	SBBS512_RS21135	WP_000089832.1	167	MULTISPECIES: transposase
chr	NC_010658.1	3472290	3472457	+	-	-	SBBS512_RS21140	WP_001031834.1	55	MULTISPECIES: lipoprotein
chr	NC_010658.1	3472702	3474090	+	-	frlA	SBBS512_RS21145	WP_011379294.1	462	MULTISPECIES: fructoselysine transporter
chr	NC_010658.1	3475183	3476013	+	-	-	SBBS512_RS21155	WP_000847842.1	276	MULTISPECIES: fructoselysine 3-epimerase
chr	NC_010658.1	3476010	3476795	+	-	-	SBBS512_RS21160	WP_000853355.1	261	MULTISPECIES: fructoselysine 6-kinase
chr	NC_010658.1	3476895	3477626	+	-	-	SBBS512_RS21165	WP_001276847.1	243	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	3477778	3478863	-	-	-	SBBS512_RS21170	WP_000847179.1	361	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3478875	3479960	-	-	-	SBBS512_RS21175	WP_071821643.1	361	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3479976	3481322	-	-	-	SBBS512_RS21180	WP_012421240.1	448	IS4 family transposase
chr	NC_010658.1	3481628	3481981	-	-	-	SBBS512_RS21190	WP_001297518.1	117	MULTISPECIES: membrane protein
chr	NC_010658.1	3481992	3482870	-	-	-	SBBS512_RS21195	WP_000007026.1	292	MULTISPECIES: hydrolase
chr	NC_010658.1	3482867	3484093	-	-	-	SBBS512_RS21200	WP_000090598.1	408	MULTISPECIES: phosphopentomutase
chr	NC_010658.1	3484093	3485256	-	-	-	SBBS512_RS21205	WP_000497373.1	387	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3485340	3485702	-	-	-	SBBS512_RS21210	WP_001295165.1	120	MULTISPECIES: PRD domain protein
chr	NC_010658.1	3485719	3486624	-	-	-	SBBS512_RS21215	WP_001254836.1	301	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3486893	3487897	-	-	-	SBBS512_RS21220	WP_000165550.1	334	MULTISPECIES: tryptophan--tRNA ligase
chr	NC_010658.1	3487890	3488648	-	-	-	SBBS512_RS21225	WP_001031715.1	252	MULTISPECIES: phosphoglycolate phosphatase
chr	NC_010658.1	3488641	3489318	-	-	-	SBBS512_RS21230	WP_000816280.1	225	MULTISPECIES: ribulose-phosphate 3-epimerase
chr	NC_010658.1	3489336	3490172	-	-	-	SBBS512_RS21235	WP_000742143.1	278	MULTISPECIES: DNA adenine methylase
chr	NC_010658.1	3490279	3491565	-	-	-	SBBS512_RS21240	WP_000343185.1	428	MULTISPECIES: cell division protein DamX
chr	NC_010658.1	3491657	3492745	-	-	-	SBBS512_RS21245	WP_000439838.1	362	MULTISPECIES: 3-dehydroquinate synthase
chr	NC_010658.1	3492802	3493323	-	-	-	SBBS512_RS21250	WP_000818618.1	173	MULTISPECIES: shikimate kinase
chr	NC_010658.1	3493518	3493697	-	-	-	SBBS512_RS30005	WP_001324574.1	59	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3493724	3494962	-	-	-	SBBS512_RS21255	WP_000815979.1	412	MULTISPECIES: DNA transporter HofQ
chr	NC_010658.1	3494874	3495278	-	-	-	SBBS512_RS21260	WP_001264141.1	134	MULTISPECIES: DNA catabolic protein
chr	NC_010658.1	3495268	3495708	-	-	-	SBBS512_RS21265	WP_001055754.1	146	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3495692	3496231	-	-	-	SBBS512_RS21270	WP_001069315.1	179	MULTISPECIES: DNA utilization protein HofN
chr	NC_010658.1	3496231	3497010	-	-	-	SBBS512_RS21275	WP_004986845.1	259	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3497130	3499682	+	-	-	SBBS512_RS21280	WP_001445924.1	850	MULTISPECIES: carboxypeptidase/penicillin-binding protein 1A
chr	NC_010658.1	3499847	3500407	-	-	-	SBBS512_RS21285	WP_000045744.1	186	MULTISPECIES: ADP compounds hydrolase NudE
chr	NC_010658.1	3500732	3502867	+	-	-	SBBS512_RS21290	WP_000104517.1	711	intracellular growth attenuator protein IgaA
chr	NC_010658.1	3502932	3503600	+	-	-	SBBS512_RS21295	WP_001359645.1	222	MULTISPECIES: GMP/IMP nucleotidase
chr	NC_010658.1	3503611	3504012	+	-	-	SBBS512_RS21300	WP_000660485.1	133	MULTISPECIES: heat-shock protein Hsp15
chr	NC_010658.1	3504037	3504915	+	-	-	SBBS512_RS21305	WP_024258659.1	292	MULTISPECIES: molecular chaperone Hsp33
chr	NC_010658.1	3505050	3506774	-	-	-	SBBS512_RS21310	WP_000370832.1	574	DUF4153 domain-containing protein
chr	NC_010658.1	3506850	3506981	-	-	-	SBBS512_RS21315	WP_001297392.1	43	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3507152	3508774	+	-	-	SBBS512_RS21320	WP_001265681.1	540	MULTISPECIES: phosphoenolpyruvate carboxykinase (ATP)
chr	NC_010658.1	3508850	3510202	-	-	-	SBBS512_RS21325	WP_001253690.1	450	MULTISPECIES: two-component sensor histidine kinase
chr	NC_010658.1	3510199	3510918	-	-	-	SBBS512_RS21330	WP_001157751.1	239	MULTISPECIES: DNA-binding response regulator
chr	NC_010658.1	3511008	3511193	-	-	-	SBBS512_RS30010	WP_001325231.1	61	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3511110	3511622	+	-	-	SBBS512_RS21335	WP_071821644.1	170	transcription elongation factor GreB
chr	NC_010658.1	3511719	3514040	+	-	-	SBBS512_RS21340	WP_000980706.1	773	MULTISPECIES: transcription accessory protein
chr	NC_010658.1	3514246	3514749	-	-	-	SBBS512_RS21345	WP_000089764.1	167	MULTISPECIES: transposase
chr	NC_010658.1	3514668	3514943	-	-	-	SBBS512_RS21350	WP_001446308.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3515256	3515483	+	-	feoA	SBBS512_RS21355	WP_001200455.1	75	MULTISPECIES: ferrous iron transporter A
chr	NC_010658.1	3515500	3517821	+	-	-	SBBS512_RS21360	WP_000737007.1	773	MULTISPECIES: ferrous iron transporter B
chr	NC_010658.1	3517821	3518057	+	-	-	SBBS512_RS21365	WP_000157586.1	78	MULTISPECIES: ferrous iron transporter C
chr	NC_010658.1	3518060	3518287	-	-	-	SBBS512_RS30015	WP_071821708.1	75	hypothetical protein
chr	NC_010658.1	3518260	3519138	+	-	-	SBBS512_RS21370	WP_000039063.1	292	MULTISPECIES: transposase
chr	NC_010658.1	3519167	3519937	-	-	-	SBBS512_RS21375	WP_001060056.1	256	MULTISPECIES: pimeloyl
chr	NC_010658.1	3519975	3520658	+	-	-	SBBS512_RS21380	WP_012421657.1	227	MULTISPECIES: DNA utilization protein GntX
chr	NC_010658.1	3520717	3521292	+	-	-	SBBS512_RS21385	WP_000619389.1	191	MULTISPECIES: Fe-S biogenesis protein NfuA
chr	NC_010658.1	3521653	3522969	+	-	-	SBBS512_RS21390	WP_001131758.1	438	MULTISPECIES: gluconate transporter
chr	NC_010658.1	3523014	3525098	-	-	-	SBBS512_RS21395	WP_000444352.1	694	MULTISPECIES: 4-alpha-glucanotransferase
chr	NC_010658.1	3525108	3527501	-	-	-	SBBS512_RS21400	WP_000081876.1	797	MULTISPECIES: maltodextrin phosphorylase
chr	NC_010658.1	3530861	3531877	-	-	-	SBBS512_RS21410	WP_012421692.1	338	MULTISPECIES: RNA 3\'-terminal phosphate cyclase
chr	NC_010658.1	3531881	3533107	-	-	-	SBBS512_RS21415	WP_001105441.1	408	MULTISPECIES: RNA-splicing ligase RtcB
chr	NC_010658.1	3533215	3533490	+	-	-	SBBS512_RS21420	WP_071821645.1	91	transposase
chr	NC_010658.1	3533535	3533912	+	-	-	SBBS512_RS21425	WP_000344405.1	125	MULTISPECIES: transposase
chr	NC_010658.1	3534073	3535671	+	-	-	SBBS512_RS21430	WP_001232908.1	532	MULTISPECIES: Fis family transcriptional regulator
chr	NC_010658.1	3535653	3536411	-	-	-	SBBS512_RS21435	WP_000815099.1	252	MULTISPECIES: DeoR/GlpR family transcriptional regulator
chr	NC_010658.1	3536428	3537258	-	-	-	SBBS512_RS21440	WP_000928745.1	276	rhomboid family intramembrane serine protease GlpG
chr	NC_010658.1	3537303	3537629	-	-	-	SBBS512_RS21445	WP_000362869.1	108	MULTISPECIES: thiosulfate sulfurtransferase
chr	NC_010658.1	3537819	3539324	+	-	-	SBBS512_RS21450	WP_000448139.1	501	MULTISPECIES: glycerol-3-phosphate dehydrogenase
chr	NC_010658.1	3539376	3539981	-	-	-	SBBS512_RS21455	WP_000617867.1	201	hypothetical protein
chr	NC_010658.1	3539984	3540751	-	-	-	SBBS512_RS21460	WP_001183160.1	255	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3540754	3541464	-	-	-	SBBS512_RS21465	WP_000424542.1	236	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3541480	3541788	-	-	-	SBBS512_RS21470	WP_000398836.1	102	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3541816	3542319	-	-	-	SBBS512_RS21475	WP_000089832.1	167	MULTISPECIES: transposase
chr	NC_010658.1	3542238	3542513	-	-	-	SBBS512_RS30020	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3543610	3543885	+	-	-	SBBS512_RS21485	WP_001352790.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3543930	3544307	+	-	-	SBBS512_RS21490	WP_000344405.1	125	MULTISPECIES: transposase
chr	NC_010658.1	3544454	3544879	-	-	-	SBBS512_RS21495	WP_000065769.1	141	MULTISPECIES: arsenate reductase
chr	NC_010658.1	3544892	3546181	-	-	-	SBBS512_RS21500	WP_012421656.1	429	arsenical efflux pump membrane protein ArsB
chr	NC_010658.1	3546236	3546589	-	-	-	SBBS512_RS21505	WP_000008954.1	117	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	3547128	3547301	-	-	-	SBBS512_RS21510	WP_001300951.1	57	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3547296	3547412	+	-	-	SBBS512_RS21515	WP_000555608.1	38	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3547466	3548818	-	-	-	SBBS512_RS21520	WP_000160789.1	450	MULTISPECIES: glutathione-disulfide reductase
chr	NC_010658.1	3548890	3549732	-	-	-	SBBS512_RS21525	WP_012421448.1	280	MULTISPECIES: 23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ
chr	NC_010658.1	3549935	3551977	+	-	-	SBBS512_RS21530	WP_001308122.1	680	MULTISPECIES: oligopeptidase A
chr	NC_010658.1	3551985	3552737	+	-	-	SBBS512_RS21535	WP_000686609.1	250	MULTISPECIES: ribosomal RNA small subunit methyltransferase J
chr	NC_010658.1	3552786	3554255	-	-	-	SBBS512_RS21540	WP_001098644.1	489	MULTISPECIES: MFS transporter
chr	NC_010658.1	3554210	3554389	+	-	-	SBBS512_RS30030	WP_001300060.1	59	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3554573	3555007	-	-	-	SBBS512_RS21545	WP_000323571.1	144	MULTISPECIES: universal stress protein A
chr	NC_010658.1	3555397	3555732	+	-	-	SBBS512_RS21550	WP_000626187.1	111	MULTISPECIES: universal stress protein B
chr	NC_010658.1	3555976	3557475	-	-	-	SBBS512_RS21555	WP_000902777.1	499	MULTISPECIES: Low-affinity inorganic phosphate transporter 1
chr	NC_010658.1	3557707	3558909	+	-	-	SBBS512_RS21560	WP_000439186.1	400	MULTISPECIES: membrane protein
chr	NC_010658.1	3559578	3559955	-	-	-	SBBS512_RS21570	WP_000344405.1	125	MULTISPECIES: transposase
chr	NC_010658.1	3560000	3560275	-	-	-	SBBS512_RS21575	WP_001352790.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3561116	3562183	+	-	-	SBBS512_RS21580	WP_000361466.1	355	MULTISPECIES: membrane protein
chr	NC_010658.1	3562180	3564915	+	-	-	SBBS512_RS21585	WP_000149140.1	911	ABC transporter ATP-binding protein/permease
chr	NC_010658.1	3564915	3566039	+	-	-	SBBS512_RS21590	WP_001216257.1	374	MULTISPECIES: inner membrane transport permease YhhJ
chr	NC_010658.1	3566167	3566442	+	-	-	SBBS512_RS21595	WP_001352790.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3566487	3566864	+	-	-	SBBS512_RS21600	WP_000344405.1	125	MULTISPECIES: transposase
chr	NC_010658.1	3566949	3567350	-	-	-	SBBS512_RS21605	WP_001190062.1	133	MULTISPECIES: nickel-responsive regulator
chr	NC_010658.1	3567356	3568162	-	-	-	SBBS512_RS21610	WP_000173706.1	268	MULTISPECIES: nickel import ATP-binding protein NikE
chr	NC_010658.1	3568159	3568923	-	-	-	SBBS512_RS21615	WP_001136225.1	254	MULTISPECIES: nickel import ATP-binding protein NikD
chr	NC_010658.1	3568923	3569756	-	-	-	SBBS512_RS21620	WP_001008964.1	277	MULTISPECIES: nickel ABC transporter permease subunit NikC
chr	NC_010658.1	3569753	3570697	-	-	-	SBBS512_RS21625	WP_000947068.1	314	MULTISPECIES: nickel ABC transporter permease subunit NikB
chr	NC_010658.1	3570697	3572271	-	-	-	SBBS512_RS21630	WP_000953334.1	524	MULTISPECIES: nickel ABC transporter, nickel/metallophore periplasmic binding protein
chr	NC_010658.1	3572461	3573657	-	-	-	SBBS512_RS21635	WP_000140459.1	398	MULTISPECIES: IS110 family transposase
chr	NC_010658.1	3573849	3574418	-	-	-	SBBS512_RS21640	WP_000285787.1	189	MULTISPECIES: ACP synthase
chr	NC_010658.1	3574473	3575522	-	-	-	SBBS512_RS21645	WP_000449758.1	349	MULTISPECIES: pheromone autoinducer 2 transporter
chr	NC_010658.1	3575654	3576871	+	-	-	SBBS512_RS21650	WP_004986926.1	405	MULTISPECIES: MFS transporter
chr	NC_010658.1	3576875	3577432	-	-	-	SBBS512_RS21655	WP_001245295.1	185	MULTISPECIES: protein DcrB
chr	NC_010658.1	3577505	3578170	-	-	-	SBBS512_RS21660	WP_001100469.1	221	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3578391	3578636	+	-	-	SBBS512_RS21665	WP_000130621.1	81	MULTISPECIES: sulfurtransferase TusA
chr	NC_010658.1	3578738	3580936	-	-	zntA	SBBS512_RS21670	WP_000106520.1	732	zinc/cadmium/mercury/lead-transporting ATPase
chr	NC_010658.1	3581010	3581636	-	-	-	SBBS512_RS21675	WP_000964718.1	208	MULTISPECIES: lysoplasmalogenase
chr	NC_010658.1	3581777	3582136	+	-	-	SBBS512_RS21680	WP_000042893.1	119	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3582139	3582408	-	-	-	SBBS512_RS21685	WP_001295207.1	89	MULTISPECIES: membrane protein
chr	NC_010658.1	3582398	3582994	-	-	rsmD	SBBS512_RS21690	WP_000753479.1	198	MULTISPECIES: 16S rRNA (guanine(966)-N(2))-methyltransferase
chr	NC_010658.1	3583144	3584637	+	-	-	SBBS512_RS21695	WP_001040634.1	497	MULTISPECIES: signal recognition particle-docking protein FtsY
chr	NC_010658.1	3584640	3585308	+	-	-	SBBS512_RS21700	WP_000617723.1	222	MULTISPECIES: cell division ATP-binding protein FtsE
chr	NC_010658.1	3585301	3586359	+	-	-	SBBS512_RS21705	WP_001042006.1	352	MULTISPECIES: cell division protein FtsX
chr	NC_010658.1	3586604	3587458	+	-	-	SBBS512_RS21710	WP_000130217.1	284	MULTISPECIES: RNA polymerase sigma factor RpoH
chr	NC_010658.1	3587714	3588832	+	-	-	SBBS512_RS21715	WP_039059615.1	372	MULTISPECIES: branched chain amino acid ABC transporter substrate-binding protein
chr	NC_010658.1	3588888	3589007	-	-	-	SBBS512_RS21720	WP_001341934.1	39	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3589031	3589414	-	-	-	SBBS512_RS21725	WP_000176384.1	127	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3589549	3589686	+	-	-	SBBS512_RS30045	WP_001297786.1	45	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3589838	3590947	+	-	-	SBBS512_RS21730	WP_000827696.1	369	MULTISPECIES: branched chain amino acid ABC transporter substrate-binding protein
chr	NC_010658.1	3590995	3591921	+	-	-	SBBS512_RS21735	WP_001295111.1	308	MULTISPECIES: branched-chain amino acid ABC transporter permease
chr	NC_010658.1	3591918	3593195	+	-	-	SBBS512_RS21740	WP_000803797.1	425	MULTISPECIES: branched-chain amino acid ABC transporter permease
chr	NC_010658.1	3593192	3593959	+	-	-	SBBS512_RS21745	WP_000082101.1	255	MULTISPECIES: ABC transporter ATP-binding protein
chr	NC_010658.1	3593973	3594674	+	-	livF	SBBS512_RS21750	WP_004987053.1	233	MULTISPECIES: ABC transporter ATP-binding protein
chr	NC_010658.1	3594710	3594838	+	-	-	SBBS512_RS21755	WP_001296484.1	42	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3595071	3596387	+	-	-	SBBS512_RS21760	WP_000803208.1	438	sn-glycerol-3-phosphate ABC transporter substrate-binding protein
chr	NC_010658.1	3596485	3597372	+	-	-	SBBS512_RS21765	WP_000099285.1	295	MULTISPECIES: glycerol-3-phosphate transporter permease
chr	NC_010658.1	3597369	3598214	+	-	-	SBBS512_RS21770	WP_000572164.1	281	MULTISPECIES: sn-glycerol 3-phosphate ABC transporter permease
chr	NC_010658.1	3598216	3599286	+	-	ugpC	SBBS512_RS21775	WP_000907808.1	356	MULTISPECIES: glycerol-3-phosphate ABC transporter ATP-binding protein
chr	NC_010658.1	3599283	3600026	+	-	-	SBBS512_RS21780	WP_000073588.1	247	MULTISPECIES: glycerophosphoryl diester phosphodiesterase
chr	NC_010658.1	3600013	3600453	-	-	-	SBBS512_RS21785	WP_000825996.1	146	MULTISPECIES: DUF2756 domain-containing protein
chr	NC_010658.1	3600669	3601844	+	-	-	SBBS512_RS21790	WP_071821646.1	391	MULTISPECIES: gamma-glutamyltransferase
chr	NC_010658.1	3601823	3602176	+	-	-	SBBS512_RS30050	WP_001718987.1	117	MULTISPECIES: gamma-glutamyltranspeptidase family protein
chr	NC_010658.1	3602214	3602498	-	-	-	SBBS512_RS21800	WP_000634159.1	94	MULTISPECIES: heat-shock protein
chr	NC_010658.1	3603061	3603336	+	-	-	SBBS512_RS21805	WP_024260974.1	91	transposase
chr	NC_010658.1	3603752	3604183	-	-	-	SBBS512_RS21815	WP_000980638.1	143	hypothetical protein
chr	NC_010658.1	3604399	3604674	+	-	-	SBBS512_RS21820	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3604593	3605096	+	-	-	SBBS512_RS21825	WP_000089821.1	167	MULTISPECIES: transposase
chr	NC_010658.1	3605118	3606137	-	-	-	SBBS512_RS21830	WP_000878026.1	339	MULTISPECIES: IS110 family transposase
chr	NC_010658.1	3606242	3607441	-	-	-	SBBS512_RS21835	WP_000065895.1	399	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3607678	3608166	-	-	-	SBBS512_RS21840	WP_001295206.1	162	MULTISPECIES: N-acetyltransferase
chr	NC_010658.1	3608189	3608383	+	-	-	SBBS512_RS30055	WP_071527996.1	64	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3608498	3609424	+	-	-	SBBS512_RS21845	WP_000236324.1	308	oxidoreductase
chr	NC_010658.1	3609547	3610242	+	-	-	SBBS512_RS21850	WP_000639811.1	231	MULTISPECIES: quercetin 2,3-dioxygenase
chr	NC_010658.1	3610466	3611461	+	-	-	SBBS512_RS21855	WP_000730260.1	331	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	3611600	3612127	+	-	-	SBBS512_RS21860	WP_000108320.1	175	MULTISPECIES: gluconokinase
chr	NC_010658.1	3612131	3613471	+	-	-	SBBS512_RS21865	WP_000210121.1	446	gluconate transporter
chr	NC_010658.1	3613528	3614121	-	-	-	SBBS512_RS21870	WP_001002544.1	197	MULTISPECIES: membrane protein
chr	NC_010658.1	3614313	3615416	+	-	-	SBBS512_RS21875	WP_000799970.1	367	MULTISPECIES: aspartate-semialdehyde dehydrogenase
