
GLIMMER    (ver.    3.02;    iterated)    predictions:
orf04496    3469853    3467160    -3    7.13
orf04498    3471329    3470145    -3    11.65
orf04500    3473514    3471400    -1    11.72
orf04502    3474081    3473542    -1    6.08
orf04503    3474552    3474178    -1    3.90
orf04504    3474965    3474678    -3    4.61
orf04505    3475332    3474973    -1    6.91
orf04506    3475718    3475332    -3    8.42
orf04508    3476440    3475718    -2    10.78
orf04509    3477419    3476607    -3    13.77
orf04510    3477655    3477858    +1    16.93
orf04512    3478497    3477907    -1    12.50
orf04513    3478792    3478592    -2    8.67
orf04514    3480607    3478802    -2    13.71
orf04515    3481161    3480607    -1    9.36
orf04516    3481289    3483202    +2    14.65
orf04518    3483202    3484224    +1    11.75
orf04519    3484218    3484436    +3    11.03
orf04520    3484490    3485359    +2    10.46
orf04521    3485818    3485414    -2    11.05
orf04522    3486120    3486752    +3    12.60
orf04523    3486803    3488893    +2    11.69
orf04524    3490180    3488960    -2    14.48
orf04527    3490829    3490266    -3    11.29
orf04529    3491463    3490861    -1    12.80
orf04530    3491620    3491453    -2    1.26
orf04531    3492297    3491725    -1    13.27
orf04532    3492587    3492441    -3    1.05
orf04533    3492568    3493749    +1    11.98
orf04536    3494011    3496554    +1    15.17
orf04537    3496551    3496877    +3    12.36
orf04538    3497003    3497809    +2    12.48
orf04539    3497828    3499201    +2    11.80
orf04540    3499448    3499615    +2    8.08
orf04541    3499910    3501247    +2    12.98
orf04542    3501268    3502290    +1    12.61
orf04544    3502340    3503170    +2    11.43
orf04546    3503167    3503952    +1    13.35
orf04547    3504052    3504783    +1    10.36
orf04548    3506020    3504935    -2    14.06
orf04549    3507336    3506032    -1    13.25
orf04550    3507701    3507348    -3    14.05
orf04551    3508590    3507712    -1    13.65
orf04552    3509813    3508587    -3    12.65
orf04553    3510976    3509813    -2    12.65
orf04554    3511422    3511060    -1    11.06
orf04556    3512344    3511439    -2    10.06
orf04558    3513638    3512634    -3    13.51
orf04559    3514389    3513631    -1    13.88
orf04560    3515059    3514382    -2    13.36
orf04561    3515913    3515077    -1    6.85
orf04564    3517306    3516020    -2    9.99
orf04565    3518486    3517398    -3    9.33
orf04566    3519028    3518543    -2    10.86
orf04568    3520625    3519465    -3    9.23
orf04569    3521019    3520615    -1    7.30
orf04570    3521449    3521009    -2    4.39
orf04571    3521972    3521433    -3    8.66
orf04572    3522751    3521972    -2    10.21
orf04574    3522871    3525423    +1    12.54
orf04575    3526149    3525589    -1    10.40
orf04576    3526469    3528604    +2    11.42
orf04577    3528669    3529337    +3    13.55
orf04578    3529348    3529749    +1    11.78
orf04579    3529768    3530652    +1    15.52
orf04580    3532439    3530715    -3    9.37
orf04581    3532573    3532445    -2    5.05
orf04584    3532818    3534440    +3    12.39
orf04585    3535868    3534516    -3    12.77
orf04586    3536584    3535865    -2    12.58
orf04587    3536812    3537288    +1    12.45
orf04589    3537385    3539706    +1    16.39
orf04591    3540163    3540390    +1    5.55
orf04593    3540407    3542728    +2    12.93
orf04595    3542728    3542964    +1    10.95
orf04596    3543167    3544045    +2    9.27
orf04597    3544763    3544074    -3    9.87
orf04598    3544728    3544877    +3    6.26
orf04600    3544882    3545565    +1    5.00
orf04601    3545624    3546199    +2    13.42
orf04603    3546559    3547875    +1    15.34
orf04605    3550070    3547986    -3    11.62
orf04607    3552473    3550080    -3    15.00
orf04608    3553085    3555790    +2    13.95
orf04609    3556849    3555833    -2    12.28
orf04612    3558079    3556853    -2    13.78
orf04613    3558268    3559866    +1    12.81
orf04614    3560354    3559848    -3    12.50
orf04615    3560468    3560611    +2    5.79
orf04617    3561452    3560622    -3    15.34
orf04619    3561823    3561497    -2    14.21
orf04621    3562013    3563518    +2    12.93
orf04622    3563914    3564033    +1    9.63
orf04623    3563915    3563724    -3    5.16
orf04625    3566581    3564134    -2    13.00
orf04626    3568033    3566600    -2    9.73
orf04627    3569328    3568033    -1    10.57
orf04628    3571319    3569346    -3    8.69
orf04629    3573502    3571316    -2    9.85
orf04630    3574878    3573775    -1    10.46
orf04631    3575071    3575664    +1    11.33
orf04633    3577061    3575721    -3    15.04
orf04634    3577553    3577065    -3    16.27
orf04635    3578726    3577731    -3    12.92
orf04636    3578837    3578953    +2    0.38
orf04637    3579645    3578950    -1    15.29
orf04639    3580805    3579768    -3    12.41
orf04641    3581255    3581626    +2    7.04
orf04643    3581863    3583041    +1    3.29
orf04644    3583245    3583454    +3    0.65
orf04646    3583677    3584180    +3    14.02
orf04647    3584293    3584174    -2    0.84
orf04648    3584759    3585043    +2    5.29
orf04649    3586823    3585081    -3    13.75
orf04650    3586943    3587383    +2    7.60
orf04651    3588113    3587370    -3    13.49
orf04652    3589180    3588110    -2    16.01
orf04654    3590027    3589182    -3    14.23
orf04655    3590911    3590024    -2    14.89
orf04657    3592325    3591009    -3    13.94
orf04659    3592657    3592541    -2    3.29
orf04660    3593437    3592724    -2    16.42
orf04661    3594206    3593439    -3    16.52
orf04662    3595480    3594203    -2    13.90
orf04663    3596403    3595477    -1    14.42
orf04665    3597560    3596451    -3    14.61
orf04666    3597796    3597668    -2    2.03
orf04668    3597984    3598367    +3    8.68
orf04669    3599658    3598555    -1    15.73
orf04670    3600783    3599929    -1    13.59
orf04672    3602086    3601028    -2    13.37
orf04673    3602747    3602079    -3    10.87
orf04674    3604243    3602750    -2    17.08
orf04676    3604393    3604989    +1    12.43
orf04677    3604979    3605248    +2    14.39
orf04678    3605610    3605251    -1    9.53
orf04679    3605751    3606377    +3    13.65
orf04680    3606451    3608649    +1    14.75
orf04682    3608996    3608751    -3    13.46
orf04684    3609217    3609882    +1    12.03
orf04685    3609955    3610512    +1    15.86
orf04686    3611766    3610516    -1    12.11
orf04687    3611865    3612914    +3    11.53
orf04688    3612969    3613556    +3    8.99
orf04689    3613667    3615241    +2    14.32
orf04690    3615241    3616185    +1    16.66
orf04692    3616182    3617015    +3    15.57
orf04694    3617015    3617779    +2    14.69
orf04695    3617776    3618582    +1    11.67
orf04696    3618588    3618989    +3    11.04
orf04698    3619192    3623427    +1    10.32
orf04699    3624378    3625514    +3    7.93
orf04700    3626803    3625679    -2    13.84
orf04701    3629538    3626803    -1    12.39
orf04702    3630602    3629535    -3    15.44
orf04704    3630778    3630665    -2    1.68
orf04705    3632590    3630968    -2    3.18
orf04706    3634282    3634401    +1    11.33
orf04707    3634227    3633220    -1    3.12
orf04708    3634573    3634445    -2    0.13
orf04709    3634886    3635893    +2    3.99
orf04711    3637410    3636208    -1    11.29
orf04713    3637642    3639141    +1    12.82
orf04715    3639666    3639385    -1    6.83
orf04716    3640111    3640545    +1    7.89
orf04717    3640862    3642331    +2    11.82
orf04719    3643132    3642380    -2    13.81
orf04722    3645182    3643140    -3    14.76
orf04723    3645385    3646227    +1    14.25
orf04726    3646299    3647651    +3    15.25
orf04727    3647821    3647705    -2    7.72
orf04728    3647816    3647989    +2    3.03
orf04729    3648528    3648881    +3    6.36
orf04730    3648935    3650224    +2    13.82
orf04731    3650237    3650662    +2    14.47
orf04732    3650765    3650881    +2    3.85
orf04733    3651291    3652073    +3    3.60
orf04734    3653198    3652182    -3    19.94
orf04737    3653961    3654527    +3    10.06
orf04739    3654683    3655213    +2    8.75
orf04740    3655902    3655255    -1    10.06
orf04741    3656304    3655966    -1    6.34
orf04742    3656740    3656408    -2    10.97
orf04743    3656995    3657567    +1    12.27
orf04744    3658366    3658893    +1    5.63
orf04745    3659232    3660389    +3    12.20
orf04747    3660414    3663527    +3    12.50
orf04749    3664618    3663890    -2    4.59
orf04751    3665810    3664986    -3    2.97
orf04752    3667580    3666180    -3    15.00
orf04753    3669188    3667791    -3    11.03
orf04754    3669592    3671241    +1    12.38
orf04755    3671894    3671292    -3    9.45
orf04757    3672342    3673313    +3    11.27
orf04758    3673362    3674375    +3    13.81
orf04760    3674786    3676108    +2    13.09
orf04761    3678350    3676290    -3    10.11
orf04763    3679055    3678420    -3    10.94
orf04764    3679414    3679286    -2    2.53
orf04765    3679419    3680348    +3    13.00
orf04767    3681940    3680444    -2    13.14
orf04768    3683348    3682161    -3    13.84
orf04769    3683373    3683549    +3    5.28
orf04771    3685618    3683630    -2    12.48
orf04773    3689173    3685700    -2    13.48
orf04774    3690231    3689155    -1    13.35
orf04775    3692607    3690268    -1    12.41
orf04776    3695236    3692618    -2    11.26
orf04777    3695949    3695233    -1    9.82
orf04778    3696185    3695997    -3    11.04
orf04779    3696470    3698029    +2    9.22
orf04781    3698026    3698217    +1    9.40
orf04783    3698214    3699893    +3    9.84
orf04785    3700147    3699980    -2    0.33
orf04786    3700563    3701834    +3    10.00
orf04787    3702868    3701864    -2    15.71
orf04788    3703848    3702865    -1    15.02
orf04789    3704761    3703859    -2    16.34
orf04790    3705790    3704771    -2    12.86
orf04791    3705895    3706035    +1    1.54
orf04792    3707648    3706098    -3    14.03
orf04793    3708212    3708057    -3    1.66
orf04794    3710475    3708784    -1    11.86
orf04795    3712007    3710799    -3    15.34
orf04796    3712934    3712236    -3    7.02
orf04797    3713092    3713655    +1    6.77
orf04798    3713652    3714092    +3    8.96
orf04800    3716340    3714061    -1    12.72
orf04801    3716547    3717206    +3    15.45
orf04803    3717310    3718284    +1    10.40
orf04804    3719044    3718334    -2    12.59
orf04805    3719478    3719768    +3    4.83
orf04807    3720049    3720261    +1    6.73
orf04808    3720600    3720448    -1    6.21
orf04809    3720902    3721201    +2    0.82
orf04810    3721198    3722049    +1    2.87
orf04813    3724397    3722328    -3    16.87
orf04815    3725318    3724407    -3    13.43
orf04816    3725712    3725413    -1    7.79
orf04818    3725938    3726882    +1    8.58
orf04820    3727361    3726924    -3    7.04
orf04821    3727748    3727407    -3    5.19
orf04822    3729371    3727917    -3    8.41
orf04823    3730765    3729443    -2    13.01
orf04824    3731131    3732123    +1    11.17
orf04825    3732201    3733742    +3    10.99
orf04827    3733720    3734901    +1    10.32
orf04829    3734979    3736157    +3    10.19
orf04830    3736925    3736353    -3    8.29
orf04832    3737497    3739527    +1    11.24
orf04833    3739705    3740958    +1    13.93
orf04834    3741582    3741109    -1    4.95
orf04836    3742532    3741684    -3    10.78
orf04837    3742733    3743731    +2    13.63
orf04839    3743743    3744210    +1    12.19
orf04840    3744328    3744801    +1    8.51
orf04841    3744804    3746081    +3    13.24
orf04842    3746094    3747080    +3    14.76
orf04844    3747084    3748580    +3    12.16
orf04845    3748577    3749239    +2    13.78
orf04846    3749232    3750092    +3    12.67
orf04847    3750086    3750781    +2    13.10
orf04850    3751868    3751128    -3    8.59
orf04851    3751992    3752966    +3    9.96
orf04852    3754099    3752963    -2    11.30
orf04853    3754428    3754105    -1    6.51
orf04854    3754599    3754754    +3    5.96
orf04855    3756511    3754973    -2    14.34
orf04856    3757827    3756676    -1    14.23
orf04857    3759861    3758017    -1    14.90
orf04858    3761249    3759858    -3    12.31
orf04859    3761955    3761347    -1    12.24
orf04860    3761954    3762097    +2    2.20
orf04861    3762183    3766316    +3    10.70
orf04862    3766337    3767179    +2    3.42
orf04863    3767221    3767922    +1    5.15
orf04864    3769752    3769603    -1    0.27
orf04865    3771379    3770243    -2    10.57
orf04866    3771744    3771382    -1    7.00
orf04868    3772281    3774194    +3    13.88
orf04869    3774424    3775572    +1    13.89
orf04870    3775572    3776159    +3    6.73
orf04871    3776380    3776171    -2    7.13
orf04873    3776665    3777027    +1    13.71
orf04874    3777399    3779054    +3    12.50
orf04875    3779054    3779830    +2    12.07
orf04876    3779827    3781017    +1    12.05
orf04877    3781215    3781688    +3    11.66
orf04878    3782562    3781741    -1    13.31
orf04879    3783661    3782642    -2    12.46
orf04881    3784128    3783661    -1    10.47
orf04882    3784442    3784191    -3    10.20
orf04885    3785015    3784584    -3    8.09
orf04888    3785260    3786804    +1    13.68
orf04890    3786838    3788097    +1    14.15
orf04892    3788101    3789060    +1    11.70
orf04893    3790081    3789047    -2    8.84
orf04894    3791345    3790320    -3    12.24
orf04895    3792551    3791355    -3    15.76
orf04896    3793683    3792826    -1    3.09
orf04898    3793987    3794919    +1    13.08
orf04899    3794929    3795975    +1    10.66
orf04901    3795979    3796938    +1    8.72
orf04902    3796948    3798207    +1    3.26
orf04903    3799312    3798239    -2    3.19
orf04905    3800196    3799345    -1    3.30
orf04906    3800965    3800267    -2    5.34
orf04907    3801999    3800983    -1    3.03
orf04908    3803058    3802039    -1    4.57
orf04909    3804137    3803058    -3    5.30
orf04910    3805116    3804181    -1    3.29
orf04911    3805950    3805153    -1    6.11
orf04912    3807067    3805943    -2    6.77
orf04913    3808080    3807064    -1    6.11
orf04914    3808606    3809817    +1    10.68
orf04915    3809825    3810304    +2    14.79
orf04917    3811152    3810343    -1    11.41
orf04918    3811417    3811250    -2    10.94
orf04920    3811638    3811438    -1    9.42
orf04921    3812559    3811891    -1    9.65
orf04923    3812731    3813951    +1    10.26
orf04924    3813929    3814387    +2    9.04
orf04925    3814494    3815090    +3    13.46
orf04926    3815768    3815127    -3    15.56
orf04927    3816549    3815863    -1    11.94
orf04928    3816676    3817539    +1    16.12
orf04929    3817760    3818584    +2    6.31
orf04930    3818874    3819491    +3    11.00
orf04931    3821170    3819488    -2    8.80
orf04933    3821428    3822051    +1    11.25
orf04934    3822106    3822381    +1    15.58
orf04935    3822400    3824508    +1    11.58
orf04937    3824515    3825204    +1    10.30
orf04938    3825210    3827291    +3    14.74
orf04940    3828665    3827460    -3    14.46
orf04941    3828945    3830336    +3    14.23
orf04943    3830457    3832166    +3    11.67
orf04944    3834537    3832219    -1    9.11
orf04946    3835929    3834547    -1    10.59
orf04947    3836425    3836571    +1    4.68
orf04949    3836953    3838137    +1    6.86
orf04951    3838248    3839171    +3    9.74
orf04953    3839993    3839175    -3    10.58
orf04954    3840215    3840508    +2    3.12
orf04956    3841904    3840549    -3    11.85
orf04957    3842402    3841950    -3    11.38
orf04958    3843867    3842455    -1    10.10
orf04959    3843964    3845730    +1    12.40
orf04962    3847167    3845776    -1    14.91
orf04965    3848624    3847305    -3    12.80
orf04966    3850136    3848634    -3    14.35
orf04967    3850726    3850136    -2    14.72
orf04968    3851092    3850802    -2    10.25
orf04970    3852784    3851096    -2    14.68
orf04973    3853922    3855106    +2    13.86
orf04974    3855611    3855114    -3    6.00
orf04975    3855970    3855608    -2    7.07
orf04976    3856307    3855960    -3    12.21
orf04978    3856415    3856864    +2    10.98
orf04980    3858404    3856911    -3    10.92
orf04981    3860116    3858401    -2    13.28
orf04982    3860283    3861176    +3    8.85
orf04983    3861349    3861173    -2    11.03
orf04984    3861987    3861349    -1    11.38
orf04985    3862472    3861987    -3    9.97
orf04986    3863603    3862497    -3    12.43
orf04987    3863899    3864615    +1    9.36
orf04988    3866273    3864612    -3    13.20
orf04990    3866897    3866469    -3    13.53
orf04991    3867422    3867009    -3    12.60
orf04992    3867857    3868060    +2    9.97
orf04993    3867858    3867682    -1    2.75
orf04994    3869276    3868062    -3    11.09
orf04996    3869377    3870441    +1    11.08
orf04998    3871730    3870438    -3    16.22
orf05000    3872998    3871850    -2    15.44
orf05001    3873612    3872995    -1    11.47
orf05003    3874474    3873596    -2    9.21
orf05004    3875160    3874471    -1    11.76
orf05005    3875438    3876094    +2    6.15
orf05006    3876952    3876140    -2    15.57
orf05007    3877465    3877067    -2    14.47
orf05009    3880119    3877705    -1    15.39
orf05011    3881221    3880148    -2    9.83
orf05012    3882321    3881221    -1    14.14
orf05013    3883729    3882326    -2    11.25
orf05014    3884336    3884476    +2    5.89
orf05015    3884526    3884852    +3    1.48
orf05018    3885127    3886722    +1    13.42
orf05020    3886828    3888192    +1    15.01
orf05021    3888730    3890145    +1    13.36
orf05022    3890314    3891483    +1    11.53
orf05023    3891615    3892790    +3    9.66
orf05024    3892765    3893724    +1    9.67
orf05025    3894034    3894630    +1    9.60
orf05027    3894652    3895218    +1    15.74
orf05029    3896609    3895272    -3    14.60
orf05032    3896774    3897439    +2    10.37
orf05033    3897683    3897973    +2    3.63
orf05034    3898022    3898609    +2    4.26
orf05035    3899393    3898671    -3    11.86
orf05037    3900577    3899408    -2    12.24
orf05038    3902220    3900604    -1    10.55
orf05039    3903701    3902289    -3    10.26
orf05041    3905597    3903720    -3    10.07
orf05042    3906567    3905731    -1    9.62
orf05044    3906633    3906755    +3    1.12
orf05046    3907578    3906853    -1    16.86
orf05048    3908366    3907593    -3    15.11
orf05049    3909439    3908549    -2    16.93
orf05052    3910398    3909439    -1    14.67
orf05054    3911525    3910485    -3    13.65
orf05055    3913668    3911839    -1    14.56
orf05056    3915200    3913830    -3    15.49
orf05057    3915966    3915553    -1    11.21
orf05058    3917375    3915993    -3    11.08
orf05059    3918265    3917402    -2    11.89
orf05061    3919857    3918316    -1    11.38
orf05063    3920403    3919870    -1    8.69
orf05065    3920888    3920418    -3    9.83
orf05066    3921189    3920950    -1    14.48
orf05069    3922051    3921236    -2    9.40
orf05070    3922278    3922060    -1    5.46
orf05071    3923680    3923057    -2    10.52
orf05074    3925633    3923744    -2    11.58
orf05075    3926455    3926012    -2    11.03
orf05077    3927003    3926545    -1    9.46
orf05078    3927155    3928147    +2    11.54
orf05079    3929603    3928152    -3    11.09
orf05080    3931093    3929597    -2    13.12
orf05081    3931316    3933184    +2    11.28
orf05082    3933315    3933770    +3    10.18
orf05083    3933778    3935283    +1    14.47
orf05084    3935288    3936253    +2    14.63
orf05086    3936278    3937168    +2    15.27
orf05087    3937279    3938223    +1    12.07
orf05088    3938236    3939219    +1    11.12
orf05089    3940612    3939185    -2    6.36
orf05090    3941327    3940635    -3    9.86
orf05091    3945438    3945557    +3    3.11
orf05092    3947967    3947128    -1    7.98
orf05093    3948086    3948424    +2    6.70
orf05094    3949969    3948449    -2    7.71
orf05095    3950560    3951543    +1    11.81
orf05097    3951695    3952204    +2    7.17
orf05098    3952201    3952464    +1    5.33
orf05099    3952484    3953413    +2    13.73
orf05100    3953478    3955328    +3    14.03
orf05101    3955331    3956875    +2    12.78
orf05102    3957820    3956927    -2    12.87
orf05104    3957970    3959445    +1    15.82
orf05106    3959813    3959532    -3    10.40
orf05107    3960677    3962698    +2    13.76
orf05110    3964229    3962745    -3    14.48
orf05111    3965630    3964365    -3    12.88
orf05112    3965761    3966090    +1    13.43
orf05113    3966346    3966227    -2    3.29
orf05114    3966417    3967676    +3    12.14
orf05115    3967686    3967904    +3    1.98
orf05116    3967916    3969019    +2    8.50
orf05117    3969031    3970077    +1    11.65
orf05118    3970178    3971263    +2    11.73
orf05119    3971260    3972522    +1    13.02
orf05121    3972522    3973589    +3    14.26
orf05122    3973608    3974489    +3    15.01
orf05123    3974467    3975141    +1    9.76
orf05124    3975146    3976276    +2    13.73
orf05126    3976278    3977528    +3    12.43
orf05128    3977525    3978604    +2    11.10
orf05129    3978601    3979953    +1    12.60
orf05130    3979956    3980696    +3    15.00
orf05133    3980887    3982272    +1    13.64
orf05134    3982958    3984193    +2    10.24
orf05136    3986007    3984352    -1    11.29
orf05137    3986287    3986150    -2    1.49
orf05138    3987882    3986686    -1    14.82
orf05139    3989066    3987885    -3    14.72
orf05140    3989828    3989088    -3    8.93
orf05141    3990781    3989825    -2    12.10
orf05142    3991153    3993699    +1    11.23
orf05143    3994059    3993739    -1    18.15
orf05144    3994174    3994335    +1    2.19
orf05145    3994522    3994725    +1    8.63
orf05146    3994762    3995586    +1    10.44
orf05147    3995583    3996290    +3    11.84
orf05149    3996287    3997183    +2    13.18
orf05150    3997183    3997899    +1    10.12
orf05151    3997983    4000145    +3    12.23
orf05154    4001056    4000292    -2    11.31
orf05155    4001069    4001182    +2    5.01
orf05156    4001426    4002376    +2    13.62
orf05157    4002799    4002419    -2    3.42
orf05158    4002926    4002813    -3    3.47
orf05160    4004178    4003288    -1    14.06
orf05162    4004697    4004230    -1    12.12
orf05163    4004862    4005731    +3    10.10
orf05165    4005858    4007693    +3    13.78
orf05166    4007763    4008377    +3    15.69
orf05167    4009059    4008439    -1    8.09
orf05168    4009170    4010192    +3    6.31
orf05169    4010200    4011000    +1    14.16
orf05171    4011076    4011975    +1    12.72
orf05174    4013053    4015314    +1    13.35
orf05176    4016169    4015354    -1    9.42
orf05177    4016431    4017192    +1    12.44
orf05179    4017333    4018760    +3    14.85
orf05180    4018855    4019610    +1    12.39
orf05181    4019624    4020229    +2    15.25
orf05182    4020226    4021866    +1    11.49
orf05183    4021945    4022214    +1    13.30
orf05184    4022218    4022733    +1    11.16
orf05186    4022736    4023512    +3    14.38
orf05188    4023554    4024336    +2    11.60
orf05189    4024821    4024333    -1    7.69
orf05190    4024988    4026481    +2    13.33
orf05191    4026527    4027228    +2    13.36
orf05193    4028772    4027609    -1    14.79
orf05195    4030971    4028782    -1    15.60
orf05197    4031161    4032492    +1    15.33
orf05199    4032492    4033106    +3    12.20
orf05200    4033145    4034596    +2    11.73
orf05201    4034608    4035153    +1    9.37
orf05203    4039252    4039371    +1    3.11
orf05204    4040556    4040422    -1    0.90
orf05205    4041433    4040906    -2    10.06
orf05206    4041999    4041415    -1    10.82
orf05207    4042069    4042338    +1    17.76
orf05209    4042415    4043401    +2    8.46
orf05210    4043418    4044044    +3    14.43
orf05213    4044199    4045629    +1    8.56
orf05214    4046530    4045670    -2    8.01
orf05215    4046964    4046722    -1    3.11
orf05216    4046966    4049752    +2    13.44
orf05217    4049766    4049888    +3    4.04
orf05218    4050119    4049970    -3    1.06
orf05219    4050765    4050133    -1    14.60
orf05220    4051347    4051856    +3    12.79
orf05221    4052046    4051930    -1    2.71
orf05222    4052045    4053418    +2    14.00
orf05223    4053572    4053748    +2    0.17
orf05224    4055287    4053869    -2    13.10
orf05225    4056339    4055290    -1    11.91
orf05228    4058034    4056625    -1    12.82
orf05231    4058407    4060230    +1    13.04
orf05233    4060447    4061157    +1    7.83
orf05234    4061267    4062145    +2    9.86
orf05235    4062247    4063512    +1    9.87
orf05236    4064295    4063603    -1    6.57
orf05238    4065766    4064363    -2    10.11
orf05239    4067215    4065809    -2    12.51
orf05241    4069276    4067240    -2    13.10
orf05242    4070377    4069475    -2    9.19
orf05243    4071756    4070515    -1    12.13
orf05244    4072651    4071773    -2    12.04
orf05245    4073571    4072675    -1    12.21
orf05246    4073739    4074635    +3    9.79
orf05247    4074669    4075454    +3    9.95
orf05248    4075553    4076152    +2    15.15
orf05249    4076146    4077018    +1    9.25
orf05250    4077015    4077452    +3    10.09
orf05252    4077497    4078438    +2    12.75
orf05253    4079291    4079509    +2    3.13
orf05254    4079751    4079969    +3    3.50
orf05255    4081228    4080299    -2    13.15
orf05256    4081860    4081225    -1    11.16
orf05257    4082759    4081857    -3    9.92
orf05260    4085186    4082772    -3    13.34
orf05261    4085822    4085235    -3    10.62
orf05262    4085826    4086080    +3    1.82
orf05263    4086049    4086849    +1    10.57
orf05264    4087002    4088057    +3    11.34
orf05265    4089855    4088107    -1    11.40
orf05266    4090925    4089855    -3    12.19
orf05267    4092366    4090915    -1    14.21
orf05268    4092823    4092377    -2    10.25
orf05269    4092985    4092848    -2    0.47
orf05270    4093438    4093124    -2    14.17
orf05273    4094272    4093448    -2    12.72
orf05275    4095982    4094723    -2    13.27
orf05276    4097448    4095979    -1    12.46
orf05278    4097527    4097676    +1    4.62
orf05280    4097736    4098572    +3    5.98
orf05282    4098556    4099494    +1    10.99
orf05283    4100525    4099491    -3    14.08
orf05284    4100810    4101430    +2    15.97
orf05285    4101587    4101471    -3    4.51
orf05286    4101690    4102673    +3    11.37
orf05287    4102822    4103496    +1    10.72
orf05288    4104975    4103602    -1    15.24
orf05289    4105604    4104972    -3    15.03
orf05290    4105817    4106320    +2    8.06
orf05291    4106469    4107371    +3    7.65
orf05292    4107552    4108514    +3    13.67
orf05294    4108834    4109823    +1    10.77
orf05296    4109930    4110685    +2    7.52
orf05298    4111507    4110740    -2    13.08
orf05299    4112214    4111615    -1    8.18
orf05300    4112315    4112755    +2    9.04
orf05301    4112967    4113266    +3    7.50
orf05302    4113293    4113721    +2    9.41
orf05303    4114472    4113726    -3    11.66
orf05304    4115579    4114569    -3    15.54
orf05305    4117222    4115714    -2    12.61
orf05306    4118090    4117245    -3    7.33
orf05307    4118515    4118760    +1    17.12
orf05308    4119330    4118845    -1    11.89
orf05310    4120361    4119423    -3    12.55
orf05311    4121747    4120416    -3    15.73
orf05313    4122287    4121757    -3    14.49
orf05315    4123234    4122380    -2    11.47
orf05316    4124423    4123431    -3    11.88
orf05317    4124422    4124538    +1    5.10
orf05319    4126810    4124612    -2    12.42
orf05320    4127013    4127225    +3    8.64
orf05322    4127894    4127286    -3    12.32
orf05323    4128395    4128078    -3    13.22
orf05324    4128672    4129832    +3    12.87
orf05325    4129835    4132267    +2    16.54
orf05326    4132540    4132406    -2    5.21
orf05327    4132616    4133506    +2    12.23
orf05328    4133835    4136015    +3    13.33
orf05329    4136108    4137013    +2    11.82
orf05331    4137657    4137040    -1    12.29
orf05333    4139035    4137932    -2    14.68
orf05334    4139708    4139046    -3    12.72
orf05335    4142221    4139720    -2    12.60
orf05337    4142530    4143609    +1    14.56
orf05338    4143624    4143944    +3    15.07
orf05339    4143995    4146292    +2    12.56
orf05341    4146297    4147136    +3    10.94
orf05342    4147138    4147479    +1    9.25
orf05343    4148317    4147466    -2    10.62
orf05344    4150265    4148532    -3    12.75
orf05345    4153098    4150447    -1    15.27
orf05348    4154847    4153696    -1    11.39
orf05349    4155001    4156005    +1    12.58
orf05350    4156016    4156789    +2    17.15
orf05351    4156850    4158223    +2    16.52
orf05352    4158490    4159407    +1    12.92
orf05353    4160790    4159390    -1    9.87
orf05355    4160898    4161017    +3    1.31
orf05356    4161067    4161771    +1    10.00
orf05357    4161771    4162130    +3    11.37
orf05359    4163270    4162170    -3    12.48
orf05361    4163639    4165483    +2    6.77
orf05362    4165497    4166285    +3    7.06
orf05364    4170375    4170494    +3    4.96
orf05365    4172057    4173085    +2    7.33
orf05366    4173082    4174047    +1    9.66
orf05367    4175009    4175203    +2    1.66
orf05368    4175026    4174076    -2    8.75
orf05370    4175944    4177128    +1    11.41
orf05373    4177358    4177741    +2    11.45
orf05374    4177743    4178288    +3    12.09
orf05375    4178447    4178875    +2    6.91
orf05376    4178879    4179583    +2    12.08
orf05378    4179996    4180493    +3    10.36
orf05379    4180560    4180925    +3    12.04
orf05382    4181245    4185273    +1    11.95
orf05385    4185350    4189573    +2    12.80
orf05387    4189786    4190325    +1    2.35
orf05388    4191868    4190735    -2    10.54
orf05390    4192635    4191865    -1    11.84
orf05391    4192837    4192637    -2    12.26
orf05392    4193576    4192821    -3    11.99
orf05393    4194204    4193569    -1    11.46
orf05395    4196099    4194204    -3    13.43
orf05397    4196808    4196332    -1    11.74
orf05398    4196903    4197676    +2    9.39
orf05399    4197716    4198780    +2    15.82
orf05400    4198790    4199461    +2    11.93
orf05402    4199504    4200094    +2    9.77
orf05403    4200281    4200553    +2    10.08
orf05404    4200626    4201261    +2    11.37
orf05406    4201819    4201691    -2    4.61
orf05407    4201688    4201263    -3    11.80
orf05408    4201926    4203323    +3    10.69
orf05410    4203320    4204645    +2    16.14
orf05412    4205931    4204642    -1    14.33
orf05415    4207532    4205943    -3    13.73
orf05416    4207650    4207772    +3    5.05
orf05418    4211777    4211896    +2    4.96
orf05419    4213079    4212945    -3    0.90
orf05420    4213234    4213617    +1    6.96
orf05421    4213970    4213680    -3    6.80
orf05422    4214280    4215209    +3    11.31
orf05423    4215478    4217079    +1    13.89
orf05424    4217109    4218413    +3    14.23
orf05426    4218596    4220332    +2    11.84
orf05431    4222487    4220301    -3    3.13
orf05433    4223628    4222804    -1    10.39
orf05434    4223828    4227511    +2    15.23
orf05435    4227731    4229362    +2    13.47
orf05436    4230142    4229453    -2    15.29
orf05437    4230354    4231226    +3    11.65
orf05438    4231631    4231359    -3    11.20
orf05439    4233233    4231884    -3    11.28
orf05440    4233758    4235407    +2    14.72
