        
GLIMMER    (ver.    3.02;    iterated)    predictions:
orf02618    2425316    2424663    -3    14.27
orf02620    2426418    2425321    -1    10.72
orf02621    2426899    2426450    -2    12.84
orf02622    2428249    2426999    -2    14.32
orf02623    2429394    2428261    -1    14.83
orf02624    2429904    2429515    -1    4.67
orf02626    2431285    2430038    -2    8.58
orf02627    2431846    2431382    -2    9.34
orf02629    2433176    2431884    -3    10.55
orf02630    2434055    2435527    +2    11.31
orf02631    2435761    2436204    +1    4.86
orf02632    2436201    2437106    +3    12.38
orf02633    2437066    2438154    +1    7.71
orf02634    2439578    2438223    -3    11.13
orf02635    2441252    2439735    -3    8.11
orf02636    2442086    2441316    -3    8.47
orf02637    2443414    2442332    -2    8.83
orf02638    2443756    2443523    -2    10.96
orf02640    2444777    2443773    -3    8.92
orf02641    2446149    2444923    -1    9.85
orf02642    2446779    2446183    -1    9.76
orf02643    2447419    2446787    -2    8.31
orf02644    2448192    2447419    -1    11.77
orf02645    2449426    2448179    -2    10.24
orf02646    2450718    2449432    -1    7.35
orf02648    2451577    2451257    -2    7.49
orf02650    2451742    2452872    +1    6.77
orf02652    2452914    2453489    +3    10.24
orf02654    2453482    2454030    +1    8.35
orf02655    2454177    2455487    +3    8.50
orf02656    2456255    2455575    -3    10.29
orf02657    2456836    2456252    -2    9.62
orf02658    2457508    2456927    -2    6.85
orf02659    2457836    2458636    +2    7.20
orf02660    2458775    2459665    +2    8.72
orf02661    2459662    2460267    +1    11.09
orf02662    2460254    2461465    +2    12.01
orf02663    2461969    2461535    -2    17.09
orf02664    2462789    2461974    -3    13.59
orf02666    2463993    2462887    -1    10.48
orf02667    2464468    2464064    -2    11.26
orf02669    2464737    2466074    +3    11.84
orf02670    2466301    2466486    +1    4.99
orf02671    2468636    2466516    -3    9.95
orf02673    2472259    2468633    -2    11.03
orf02674    2475970    2472524    -2    12.92
orf02675    2477177    2476209    -3    11.44
orf02676    2477288    2478202    +2    12.99
orf02677    2478318    2478626    +3    10.84
orf02680    2479033    2480064    +1    10.15
orf02682    2481390    2480146    -1    10.33
orf02683    2482584    2481493    -1    7.51
orf02684    2482789    2484240    +1    13.21
orf02685    2484472    2485413    +1    10.34
orf02686    2485433    2485984    +2    12.11
orf02687    2486325    2485981    -1    7.79
orf02688    2486484    2487491    +3    11.16
orf02689    2489008    2487503    -2    6.38
orf02690    2490576    2489023    -1    8.26
orf02691    2490998    2492101    +2    8.07
orf02692    2492237    2493391    +2    9.04
orf02693    2493597    2495282    +3    9.19
orf02694    2497483    2495396    -2    7.71
orf02696    2499127    2497754    -2    9.75
orf02697    2499261    2501600    +3    8.65
orf02698    2502785    2501805    -3    11.65
orf02699    2502888    2503511    +3    10.25
orf02700    2504355    2503591    -1    13.23
orf02701    2505619    2504399    -2    12.92
orf02702    2506983    2505637    -1    13.57
orf02703    2507850    2507071    -1    13.52
orf02704    2507958    2508140    +3    2.68
orf02705    2509708    2508452    -2    10.83
orf02706    2510719    2509895    -2    8.29
orf02707    2510831    2510691    -3    7.78
orf02708    2511634    2510861    -2    11.08
orf02709    2513168    2511798    -3    11.71
orf02711    2513921    2514100    +2    7.87
orf02712    2514795    2514244    -1    12.78
orf02714    2515565    2514885    -3    7.06
orf02715    2516794    2515934    -2    9.40
orf02716    2517140    2517517    +2    10.85
orf02717    2518877    2517597    -3    12.71
orf02718    2519830    2518874    -2    9.47
orf02719    2522310    2519851    -1    11.90
orf02720    2522882    2523340    +2    8.72
orf02721    2523822    2523337    -1    10.16
orf02722    2524235    2523852    -3    0.92
orf02723    2524550    2525266    +2    11.00
orf02724    2527682    2525325    -3    11.88
orf02725    2529528    2527789    -1    7.14
orf02727    2530534    2529596    -2    7.24
orf02728    2530687    2530568    -2    0.03
orf02729    2531113    2535657    +1    11.91
orf02730    2535658    2537127    +1    13.30
orf02731    2537655    2542118    +3    12.64
orf02733    2542137    2543549    +3    12.10
orf02734    2543736    2544170    +3    8.65
orf02736    2544258    2544953    +3    14.31
orf02737    2545014    2545919    +3    8.60
orf02738    2545920    2546750    +3    11.45
orf02739    2546833    2547453    +1    10.72
orf02741    2549180    2548395    -3    10.38
orf02742    2549666    2550613    +2    3.04
orf02743    2550614    2552236    +2    3.23
orf02744    2553117    2552971    -1    3.99
orf02745    2553477    2553959    +3    8.97
orf02746    2557279    2554049    -2    13.80
orf02748    2558384    2557296    -3    10.33
orf02749    2558702    2558830    +2    2.99
orf02751    2559727    2558918    -2    15.78
orf02753    2560240    2559842    -2    12.28
orf02755    2563101    2560390    -1    14.01
orf02756    2563455    2563928    +3    13.37
orf02757    2564949    2564032    -1    11.46
orf02758    2566243    2565047    -2    8.66
orf02760    2567536    2566274    -2    7.53
orf02761    2568311    2567529    -3    6.45
orf02762    2569953    2568493    -1    11.36
orf02763    2571007    2569967    -2    10.24
orf02764    2572211    2571015    -3    10.23
orf02765    2573550    2572228    -1    7.69
orf02766    2574656    2573574    -3    11.15
orf02767    2576014    2574653    -2    11.98
orf02768    2577498    2576011    -1    9.61
orf02769    2579257    2577515    -2    10.49
orf02770    2579574    2579254    -1    9.50
orf02771    2580534    2579584    -1    12.78
orf02773    2582719    2581292    -2    13.78
orf02774    2584876    2582987    -2    12.97
orf02775    2587555    2584895    -2    11.54
orf02776    2588375    2587605    -3    9.22
orf02778    2588859    2590763    +3    11.39
orf02779    2592445    2590808    -2    14.53
orf02780    2593358    2592606    -3    12.65
orf02781    2594283    2593375    -1    7.35
orf02782    2594421    2594939    +3    10.62
orf02783    2595762    2595217    -1    8.00
orf02784    2596058    2596948    +2    13.34
orf02785    2597193    2597654    +3    6.32
orf02786    2597654    2599342    +2    11.11
orf02788    2599385    2600611    +2    13.60
orf02789    2600669    2601544    +2    10.28
orf02790    2601541    2602149    +1    12.23
orf02792    2602181    2602921    +2    12.24
orf02794    2603063    2603260    +2    8.32
orf02795    2605594    2603309    -2    12.04
orf02796    2607406    2605598    -2    12.13
orf02797    2608394    2607807    -3    12.63
orf02798    2609151    2608396    -1    9.30
orf02799    2609685    2609239    -1    5.62
orf02800    2610318    2609692    -1    11.64
orf02801    2610550    2611866    +1    11.59
orf02802    2612715    2611972    -1    13.56
orf02803    2613401    2612745    -3    8.73
orf02805    2616311    2613465    -3    12.86
orf02806    2617691    2616435    -3    13.94
orf02807    2619693    2618176    -1    11.79
orf02808    2619899    2620579    +2    7.89
orf02809    2620722    2621984    +3    10.80
orf02810    2622151    2622759    +1    13.74
orf02811    2623621    2622851    -2    10.06
orf02812    2625210    2623621    -1    10.97
orf02813    2625303    2626514    +3    10.81
orf02814    2627917    2626616    -2    10.78
orf02815    2629633    2627996    -2    11.84
orf02816    2629719    2629859    +3    1.23
orf02818    2630744    2629908    -3    14.73
orf02819    2633039    2630823    -3    11.51
orf02820    2634425    2633103    -3    9.58
orf02821    2634630    2637380    +3    11.70
orf02822    2638660    2637368    -2    10.40
orf02823    2638970    2638653    -3    9.85
orf02824    2640356    2639073    -3    8.53
orf02825    2640993    2640613    -1    9.50
orf02826    2641728    2640997    -1    15.00
orf02827    2642450    2641725    -3    8.86
orf02828    2643497    2642520    -3    14.70
orf02829    2644155    2643490    -1    11.10
orf02831    2645095    2644199    -2    11.89
orf02832    2646980    2645187    -3    13.22
orf02833    2647563    2647093    -1    10.70
orf02834    2648525    2647560    -3    10.81
orf02835    2649142    2648522    -2    9.50
orf02836    2649746    2649174    -3    8.00
orf02837    2650206    2651858    +3    9.14
orf02838    2652245    2651883    -3    5.48
orf02839    2652537    2652277    -1    10.84
orf02840    2652690    2653661    +3    10.51
orf02841    2654295    2654501    +3    7.65
orf02842    2655831    2654602    -1    11.74
orf02843    2657051    2655843    -3    10.18
orf02844    2657545    2657072    -2    13.29
orf02845    2657888    2658196    +2    9.68
orf02846    2658396    2658980    +3    9.62
orf02847    2659090    2659746    +1    14.41
orf02848    2660000    2661229    +2    10.82
orf02849    2661955    2661461    -2    8.65
orf02850    2663678    2661957    -3    9.74
orf02851    2665968    2664163    -1    11.48
orf02852    2667104    2666145    -3    10.96
orf02853    2668498    2667410    -2    7.29
orf02854    2669028    2668495    -1    7.08
orf02855    2669793    2669158    -1    9.17
orf02856    2670176    2671726    +2    11.52
orf02857    2671838    2672929    +2    12.70
orf02858    2672987    2674390    +2    11.29
orf02859    2674406    2675008    +2    10.37
orf02860    2675109    2675900    +3    5.75
orf02861    2676636    2677070    +3    10.17
orf02862    2681572    2681453    -2    0.32
orf02863    2683119    2681920    -1    6.28
orf02864    2683613    2684086    +2    6.38
orf02866    2685262    2684192    -2    11.09
orf02867    2686366    2685266    -2    9.57
orf02868    2686560    2688071    +3    10.95
orf02869    2688140    2688604    +2    8.19
orf02870    2688698    2691559    +2    11.79
orf02871    2692614    2691637    -1    10.59
orf02872    2693391    2692654    -1    8.44
orf02874    2696397    2693488    -1    14.60
orf02875    2696745    2696632    -1    1.76
orf02876    2696819    2698195    +2    13.38
orf02877    2698345    2699349    +1    12.75
orf02878    2699599    2700528    +1    11.30
orf02879    2700540    2701007    +3    13.66
orf02880    2701160    2701014    -3    1.13
orf02881    2701112    2701501    +2    10.50
orf02883    2702310    2701582    -1    12.13
orf02884    2703648    2702389    -1    12.74
orf02885    2703910    2703656    -2    7.81
orf02886    2704232    2703903    -3    1.94
orf02887    2704867    2704229    -2    12.50
orf02888    2705362    2704871    -2    9.74
orf02890    2706156    2705365    -1    12.16
orf02891    2706949    2706146    -2    11.58
orf02892    2707542    2708504    +3    9.89
orf02893    2708560    2709534    +1    12.67
orf02894    2709534    2710091    +3    12.68
orf02895    2710088    2710651    +2    6.43
orf02896    2710632    2711126    +3    11.29
orf02898    2711129    2711854    +2    11.62
orf02899    2711910    2713373    +3    7.95
orf02900    2713398    2713685    +3    8.64
orf02901    2713826    2714134    +2    9.20
orf02903    2714147    2715007    +2    7.17
orf02904    2715016    2715294    +1    15.04
orf02905    2715455    2716816    +2    10.62
orf02906    2718231    2716888    -1    12.00
orf02907    2718342    2718911    +3    17.68
orf02910    2719730    2719014    -3    13.47
orf02911    2721334    2719742    -2    8.05
orf02912    2722336    2721344    -2    13.03
orf02914    2723227    2722598    -2    11.58
orf02915    2724595    2723240    -2    12.78
orf02916    2724901    2725911    +1    12.20
orf02917    2726081    2726611    +2    11.05
orf02918    2727018    2726671    -1    6.98
orf02919    2730793    2727029    -2    10.48
orf02922    2732538    2730790    -1    8.76
orf02923    2732684    2733322    +2    8.98
orf02924    2733404    2733955    +2    12.35
orf02926    2734188    2734478    +3    7.10
orf02927    2734527    2735255    +3    11.64
orf02928    2735337    2736053    +3    9.12
orf02930    2736050    2737309    +2    11.27
orf02931    2737362    2737883    +3    10.52
orf02932    2738194    2738559    +1    3.86
orf02933    2738532    2739092    +3    9.47
orf02934    2739812    2739165    -3    12.60
orf02935    2741253    2739823    -1    13.36
orf02936    2742179    2741271    -3    12.23
orf02939    2743148    2742282    -3    14.47
orf02940    2743466    2745427    +2    13.63
orf02941    2745547    2746116    +1    11.31
orf02942    2747501    2746119    -3    13.22
orf02943    2747727    2748176    +3    8.89
orf02946    2749504    2748938    -2    8.73
orf02948    2749730    2750350    +2    12.70
orf02949    2750492    2750968    +2    9.08
orf02950    2751498    2751112    -1    6.78
orf02951    2752517    2751525    -3    6.98
orf02952    2753162    2752542    -3    8.39
orf02953    2753579    2753190    -3    0.59
orf02954    2753955    2753599    -1    1.95
orf02955    2754218    2754105    -3    8.44
orf02956    2755591    2754257    -2    7.29
orf02957    2756046    2755612    -1    10.44
orf02958    2756228    2756052    -3    4.12
orf02959    2756738    2756235    -3    9.15
orf02960    2757106    2756753    -2    6.87
orf02961    2757649    2757116    -2    8.40
orf02962    2758056    2757664    -1    7.27
orf02963    2758376    2758086    -3    3.93
orf02964    2758948    2758409    -2    8.81
orf02965    2759290    2758973    -2    8.20
orf02966    2759674    2759303    -2    4.13
orf02967    2760091    2759837    -2    5.81
orf02968    2760282    2760091    -1    10.15
orf02969    2760692    2760282    -3    5.58
orf02970    2761405    2760704    -2    8.76
orf02971    2761757    2761425    -3    6.35
orf02972    2761917    2761768    -1    4.57
orf02973    2762891    2762067    -3    8.70
orf02974    2763210    2762908    -1    9.30
orf02975    2763809    2763207    -3    7.38
orf02976    2764455    2763826    -1    8.46
orf02977    2764781    2764470    -3    7.08
orf02978    2765995    2765252    -2    9.90
orf02979    2768468    2766003    -3    11.50
orf02980    2768651    2770480    +2    8.83
orf02981    2771271    2770507    -1    9.05
orf02983    2772648    2771350    -1    9.22
orf02984    2773756    2772776    -2    13.65
orf02985    2774524    2773919    -2    12.68
orf02986    2774816    2774616    -3    6.47
orf02987    2776628    2774826    -3    11.10
orf02989    2777190    2776609    -1    9.08
orf02990    2777323    2779239    +1    13.19
orf02991    2779240    2779725    +1    5.76
orf02993    2779722    2780711    +3    12.09
orf02994    2780839    2781048    +1    10.46
orf02995    2781145    2782014    +1    11.14
orf02996    2782257    2782889    +3    11.62
orf02997    2783759    2782968    -3    12.76
orf02998    2785359    2783902    -1    12.15
orf02999    2786388    2785369    -1    9.61
orf03001    2787739    2786528    -2    14.37
orf03003    2788718    2788137    -3    10.55
orf03004    2788972    2790384    +1    13.80
orf03005    2793067    2790458    -2    13.36
orf03006    2794092    2793337    -1    6.08
orf03007    2795283    2794267    -1    11.03
orf03008    2796091    2795411    -2    10.98
orf03009    2796785    2796111    -3    14.88
orf03010    2797745    2796912    -3    11.58
orf03011    2799290    2797815    -3    11.56
orf03012    2800430    2799345    -3    11.25
orf03013    2800982    2800458    -3    8.91
orf03014    2802884    2801169    -3    11.76
orf03016    2803428    2802910    -1    7.07
orf03017    2804008    2803418    -2    11.82
orf03018    2804585    2804001    -3    9.98
orf03019    2805591    2804575    -1    7.57
orf03020    2805734    2808211    +2    10.81
orf03021    2809178    2808285    -3    12.14
orf03022    2809318    2810049    +1    11.82
orf03023    2810121    2811575    +3    13.45
orf03024    2811810    2812064    +3    6.14
orf03025    2813691    2812315    -1    11.99
orf03026    2815138    2813924    -2    12.95
orf03027    2816002    2815214    -2    12.44
orf03029    2817013    2816012    -2    10.69
orf03030    2817169    2818305    +1    10.04
orf03031    2818512    2821142    +3    10.33
orf03032    2821501    2822040    +1    9.02
orf03033    2821998    2822117    +3    0.92
orf03034    2822977    2822156    -2    10.60
orf03035    2824084    2823050    -2    11.49
orf03037    2824738    2824274    -2    13.34
orf03039    2825339    2824905    -3    11.19
orf03040    2826443    2825469    -3    12.39
orf03041    2826752    2828560    +2    11.23
orf03042    2828560    2829318    +1    10.14
orf03043    2829321    2829704    +3    9.85
orf03044    2829715    2830077    +1    8.36
orf03046    2830712    2830191    -3    9.66
orf03047    2830790    2831812    +2    10.95
orf03049    2832409    2831849    -2    10.00
orf03051    2834254    2832620    -2    15.33
orf03052    2834598    2834308    -1    9.91
orf03053    2834958    2835575    +3    10.13
orf03055    2835837    2836073    +3    9.18
orf03056    2836640    2836200    -3    8.85
orf03057    2837010    2836660    -1    9.24
orf03058    2837254    2838027    +1    13.47
orf03061    2838145    2839527    +1    9.81
orf03062    2840128    2839613    -2    16.91
orf03063    2841120    2840203    -1    11.57
orf03064    2842555    2841224    -2    14.70
orf03066    2843178    2842621    -1    13.04
orf03067    2843866    2843315    -2    5.91
orf03068    2844015    2843902    -1    1.18
orf03070    2845045    2844038    -2    10.05
orf03072    2847555    2845351    -1    11.44
orf03073    2847906    2848028    +3    3.95
orf03074    2848126    2848269    +1    1.67
orf03075    2848336    2849613    +1    11.03
orf03076    2850041    2849724    -3    9.09
orf03077    2850309    2851475    +3    11.08
orf03078    2851488    2853899    +3    11.29
orf03079    2854186    2855073    +1    8.95
orf03080    2855378    2855136    -3    18.89
orf03082    2855699    2856706    +2    13.10
orf03083    2857745    2856783    -3    14.83
orf03084    2858913    2858008    -1    7.26
orf03085    2859617    2859114    -3    13.91
orf03086    2859805    2860491    +1    11.34
orf03087    2860491    2861885    +3    10.80
orf03088    2862018    2862635    +3    11.42
orf03090    2862688    2863164    +1    13.41
orf03091    2863683    2863198    -1    11.58
orf03092    2864713    2863775    -2    7.66
orf03093    2864958    2866409    +3    10.50
orf03094    2866537    2867844    +1    13.14
orf03095    2868238    2869728    +1    7.69
orf03096    2869779    2871836    +3    9.49
orf03098    2871996    2873798    +3    11.74
orf03099    2873971    2874600    +1    11.19
orf03100    2876399    2874699    -3    9.60
orf03101    2876823    2877089    +3    10.13
orf03102    2877100    2878803    +1    10.12
orf03103    2879572    2878901    -2    10.68
orf03104    2879941    2880564    +1    10.00
orf03105    2880672    2880944    +3    14.76
orf03106    2880976    2883093    +1    9.65
orf03107    2883212    2885290    +2    13.52
orf03108    2885635    2887041    +1    11.91
orf03109    2888382    2887066    -1    11.87
orf03110    2889173    2888451    -3    15.04
orf03111    2889796    2889311    -2    13.20
orf03112    2890041    2892362    +3    14.50
orf03114    2892924    2892454    -1    9.26
orf03115    2893847    2893086    -3    10.63
orf03116    2894024    2894155    +2    2.61
orf03117    2894155    2894643    +1    6.82
orf03118    2894731    2895318    +1    11.22
orf03119    2895457    2896005    +1    10.37
orf03121    2896028    2896855    +2    9.10
orf03122    2897665    2896907    -2    10.31
orf03123    2898164    2897667    -3    12.07
orf03125    2899385    2898174    -3    10.27
orf03126    2900364    2899354    -1    11.34
orf03127    2901019    2900354    -2    12.48
orf03128    2901359    2901006    -3    14.11
orf03129    2901933    2901349    -1    14.23
orf03132    2902407    2901967    -1    14.97
orf03133    2903668    2902448    -2    14.97
orf03134    2905179    2903668    -1    11.02
orf03136    2907014    2905176    -3    11.55
orf03137    2907199    2906993    -2    4.21
orf03139    2908162    2907245    -2    9.21
orf03140    2908392    2908769    +3    5.31
orf03141    2908815    2909678    +3    11.14
orf03142    2910015    2911643    +3    12.13
orf03144    2911830    2913716    +3    9.36
orf03145    2914684    2913758    -2    9.98
orf03146    2915191    2914757    -2    10.36
orf03147    2916102    2915209    -1    8.88
orf03148    2916659    2916129    -3    11.39
orf03149    2918610    2916766    -1    11.09
orf03150    2918803    2918940    +1    4.37
orf03152    2919083    2920492    +2    9.77
orf03153    2920706    2921260    +2    5.23
orf03155    2921393    2922457    +2    9.74
orf03156    2922467    2923867    +2    10.26
orf03157    2923926    2926457    +3    8.19
orf03158    2926549    2927553    +1    8.10
orf03159    2928292    2928726    +1    10.17
orf03160    2933452    2933255    -2    1.14
orf03161    2934041    2934475    +2    10.17
orf03163    2939154    2939035    -1    0.32
orf03164    2939307    2939167    -1    7.84
orf03165    2939979    2939455    -1    10.10
orf03166    2941459    2940002    -2    8.21
orf03167    2942111    2941479    -3    7.59
orf03169    2942322    2944493    +3    11.74
orf03170    2944519    2945682    +1    12.96
orf03171    2946654    2945749    -1    11.85
orf03173    2946786    2948015    +3    12.48
orf03174    2949438    2948077    -1    12.99
orf03175    2950107    2949685    -1    11.22
orf03176    2951529    2950126    -1    10.01
orf03177    2952430    2951564    -2    9.28
orf03178    2954016    2952475    -1    10.13
orf03179    2954563    2954030    -2    9.61
orf03180    2955042    2954578    -1    12.03
orf03181    2955379    2955122    -2    5.58
orf03182    2956235    2955423    -3    5.82
orf03183    2956561    2956244    -2    7.38
orf03184    2957704    2956823    -2    11.36
orf03185    2958504    2957731    -1    9.51
orf03187    2959151    2958519    -3    9.17
orf03188    2961046    2959151    -2    12.01
>NC_002506.1    Vibrio    cholerae    O1    biovar    El    Tor    str.    N16961    chromosome    II,    complete    sequence
orf00002    1134    3110    +3    7.96
orf00003    3809    3330    -3    5.51
orf00004    4154    4351    +2    2.23
orf00005    4514    4723    +2    8.23
orf00006    4811    5530    +2    9.90
orf00007    5645    6520    +2    10.42
orf00008    8285    6624    -3    8.27
orf00009    8563    8919    +1    15.00
orf00010    11694    8986    -1    10.39
orf00011    12271    14724    +1    11.60
orf00012    14810    16990    +2    9.96
orf00013    17196    17426    +3    5.48
orf00014    17386    19386    +1    8.58
orf00015    19781    20299    +2    8.93
orf00016    20427    22511    +3    9.76
orf00017    22511    23398    +2    6.52
orf00018    23395    26652    +1    6.66
orf00019    26653    27381    +1    4.53
orf00020    27484    27885    +1    7.38
orf00021    29083    28058    -2    6.23
orf00023    30206    29214    -3    5.01
orf00024    30484    31872    +1    9.18
orf00025    32603    31968    -3    9.83
orf00026    33044    35584    +2    7.56
orf00027    35950    36684    +1    3.97
orf00028    36691    37527    +1    6.96
orf00030    39213    37648    -1    5.84
orf00031    39871    39311    -2    7.72
orf00033    40280    42154    +2    9.36
orf00034    43044    42214    -1    9.26
orf00036    43274    44026    +2    5.24
orf00037    45213    44080    -1    8.40
orf00038    46090    45638    -2    11.08
orf00039    46658    46104    -3    6.71
orf00040    47101    46682    -2    4.77
orf00041    48214    47303    -2    9.46
orf00042    48768    49994    +3    8.00
orf00043    50831    50073    -3    5.98
orf00044    50963    51247    +2    10.21
orf00045    51555    51424    -1    0.85
orf00046    51693    53624    +3    7.99
orf00047    53668    54735    +1    6.52
orf00048    56060    54930    -3    6.95
orf00049    56449    56060    -2    5.47
orf00052    57438    56584    -1    9.06
orf00053    58163    57462    -3    11.74
orf00055    59451    58144    -1    8.23
orf00056    61255    59786    -2    3.92
orf00057    62030    61320    -3    10.86
orf00058    62352    63305    +3    7.38
orf00059    63295    64092    +1    7.11
orf00060    64102    65511    +1    4.96
orf00061    65520    66440    +3    7.08
orf00062    66774    66526    -1    9.31
orf00063    67082    67258    +2    2.92
orf00064    67316    68662    +2    10.59
orf00065    68875    70872    +1    8.23
orf00067    70872    73013    +3    8.07
orf00068    73023    75329    +3    8.17
orf00069    75326    76768    +2    5.78
orf00070    76765    77325    +1    8.32
orf00071    79102    77459    -2    9.50
orf00072    79473    80294    +3    10.55
orf00073    80417    81292    +2    8.70
orf00075    81298    82161    +1    8.67
orf00077    82190    82945    +2    11.09
orf00078    84092    82992    -3    6.88
orf00079    84454    84089    -2    4.68
orf00080    84411    84683    +3    0.73
orf00081    86223    84847    -1    8.21
orf00083    88319    86658    -3    8.85
orf00084    88657    88956    +1    11.10
orf00086    89352    90440    +3    7.68
orf00087    92381    90558    -3    5.63
orf00088    93491    92604    -3    9.64
orf00089    93581    94792    +2    5.69
orf00090    95280    94834    -1    5.41
orf00091    95537    96661    +2    5.13
orf00092    96792    97142    +3    13.42
orf00093    97246    97380    +1    11.86
orf00095    98811    97546    -1    10.07
orf00097    99969    99076    -1    3.53
orf00098    100199    100495    +2    5.66
orf00099    101265    100666    -1    5.13
orf00100    101395    101568    +1    1.58
orf00102    101967    102152    +3    2.21
orf00103    102445    103119    +1    5.53
orf00104    103162    104385    +1    5.34
orf00105    105114    104398    -1    8.76
orf00106    105513    106820    +3    9.91
orf00107    106851    107891    +3    6.78
orf00108    108284    107928    -3    9.88
orf00109    109837    108299    -2    5.89
orf00110    110681    110031    -3    7.35
orf00111    110871    112649    +3    9.05
orf00112    114370    112691    -2    7.61
orf00113    115142    115426    +2    1.88
orf00114    115410    116414    +3    7.65
orf00115    116846    117352    +2    9.67
orf00116    117393    118871    +3    9.49
orf00117    118874    119311    +2    5.46
orf00118    119317    121086    +1    6.13
orf00119    121050    122066    +3    6.95
orf00120    122069    123556    +2    7.32
orf00121    123559    124035    +1    7.66
orf00123    124042    125376    +1    9.21
orf00124    125379    126152    +3    9.04
orf00125    126178    128787    +1    12.86
orf00128    128790    130382    +3    8.24
orf00129    130379    131035    +2    7.13
orf00130    131045    132454    +2    10.87
orf00131    132515    136015    +2    10.10
orf00132    136066    137328    +1    7.89
orf00135    137581    140634    +1    5.68
orf00136    140877    140999    +3    1.31
orf00137    141407    141147    -3    6.35
orf00140    141639    141508    -1    2.46
orf00141    141649    142110    +1    8.05
orf00142    142137    143639    +3    12.40
orf00144    143654    144634    +2    10.77
orf00146    144699    145577    +3    12.43
orf00147    145716    146636    +3    9.56
orf00148    146647    147651    +1    10.23
orf00149    147777    148343    +3    9.25
orf00150    148389    148511    +3    10.38
orf00151    148508    149239    +2    9.15
orf00152    149379    150059    +3    8.46
orf00153    151179    150112    -1    10.94
orf00154    152691    151333    -1    7.74
orf00155    153464    153117    -3    6.43
orf00156    153911    155080    +2    7.07
orf00158    157249    155195    -2    10.50
orf00159    157539    158891    +3    12.72
orf00160    159052    158927    -2    0.66
orf00161    159216    159094    -1    4.06
orf00162    159193    160200    +1    10.73
orf00164    160374    162515    +3    9.76
orf00166    162512    163723    +2    8.13
orf00167    164177    167839    +2    8.21
orf00168    167987    168493    +2    9.94
orf00170    168760    169974    +1    4.47
orf00172    170372    170049    -3    7.75
orf00173    170650    170372    -2    6.18
orf00174    171119    170643    -3    6.32
orf00175    172612    171116    -2    7.84
orf00176    172962    172609    -1    7.85
orf00177    175538    172962    -3    6.36
orf00178    175981    175784    -2    2.40
orf00179    176997    176056    -1    6.92
orf00180    178407    177193    -1    6.01
orf00181    179925    178507    -1    9.46
orf00183    180655    180491    -2    2.28
orf00184    180706    180918    +1    6.25
orf00186    181470    180988    -1    7.04
orf00188    182014    184011    +1    8.29
orf00189    184257    184469    +3    8.50
orf00190    185474    184758    -3    10.14
orf00192    186132    185635    -1    5.14
orf00193    186680    186129    -3    3.37
orf00194    187230    186643    -1    2.11
orf00196    189224    187284    -3    7.76
orf00198    189924    189226    -1    10.64
orf00199    190657    190169    -2    4.42
orf00200    191538    190654    -1    6.09
orf00201    192549    191593    -1    10.31
orf00202    192852    194768    +3    11.78
orf00203    194825    195028    +2    17.38
orf00204    195957    195304    -1    7.51
orf00205    196603    197811    +1    11.56
orf00207    198062    199294    +2    10.18
orf00209    199466    200341    +2    8.12
orf00211    201930    200338    -1    6.62
orf00212    202121    203305    +2    8.89
orf00213    203658    203449    -1    9.90
orf00214    204017    204244    +2    5.22
orf00215    204632    205009    +2    4.02
orf00216    205157    205035    -3    4.48
orf00217    205283    205522    +2    5.21
orf00219    205609    206613    +1    8.22
orf00220    206613    207059    +3    6.72
orf00221    207109    208581    +1    7.87
orf00222    209565    208570    -1    8.74
orf00223    209808    211091    +3    10.24
orf00225    211935    211093    -1    5.28
orf00226    212549    212001    -3    6.09
orf00227    213207    214250    +3    8.26
orf00229    214574    215725    +2    3.04
orf00230    215849    217765    +2    3.11
orf00231    217758    218882    +3    3.06
orf00233    218879    219757    +2    3.16
orf00235    222122    220767    -3    8.85
orf00236    223640    222312    -3    9.23
orf00237    223882    223751    -2    0.41
orf00238    224721    223891    -1    11.14
orf00239    224824    225351    +1    5.87
orf00242    225618    227159    +3    7.67
orf00243    229163    227217    -3    7.34
orf00244    229413    230387    +3    7.64
orf00246    232045    230465    -2    9.29
orf00247    233654    232449    -3    8.74
orf00248    233852    233694    -3    0.98
orf00249    233907    234173    +3    2.08
orf00251    235243    234164    -2    5.02
orf00252    236620    235364    -2    6.49
orf00254    237659    239815    +2    7.93
orf00256    240114    241760    +3    10.28
orf00257    242108    243046    +2    8.00
orf00258    243056    243910    +2    9.34
orf00259    246742    243986    -2    9.31
orf00260    247099    246827    -2    6.70
orf00261    247692    248450    +3    5.19
orf00262    248732    248610    -3    1.31
orf00263    248856    249767    +3    11.73
orf00264    249877    250758    +1    7.53
orf00265    250748    251698    +2    9.29
orf00266    251701    252465    +1    11.71
orf00267    253506    252511    -1    6.36
orf00268    253614    255452    +3    7.93
orf00269    255404    255592    +2    6.33
orf00270    255650    255970    +2    6.77
orf00271    256240    257433    +1    10.13
orf00272    257607    257810    +3    7.64
orf00273    258497    257928    -3    10.29
orf00274    258781    260391    +1    9.68
orf00275    260372    261046    +2    7.73
orf00276    261480    261049    -1    9.49
orf00277    262522    261638    -2    8.65
orf00278    263181    262534    -1    12.95
orf00279    264008    263187    -3    9.42
orf00280    264706    264014    -2    9.79
orf00281    265221    264715    -1    12.87
orf00282    267079    265319    -2    10.88
orf00283    267445    268200    +1    10.20
orf00284    268327    269394    +1    8.37
orf00286    270027    269494    -1    9.92
